,İlan Başlığı,Semt,Mahalle,Tür,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Wc Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
467, ANADOLU KONUTLARI İLE TEK DAİRE FİYATINA 2 DAİRE KONFORU YAŞAYIN,Çekmeköy, Mimar Sinan Mahallesi,Konut,4+2,0,5,4. Kat,190,2,2,0,KombiDoğalgaz,989999
468,GENİŞ VE FERAH ASANSÖRLÜ KAPALI OTOPARKLI DUBLEX ,Sancaktepe, Meclis Mahallesi,Konut,4+1,11-20,4,Çatı Dubleks,200,2,2,0,KombiDoğalgaz,786000
469, MASLAK SARIYER ECLİPSE FIRSAT 4+1 SATILIK DAİRE,Sarıyer, Maslak Mahallesi,Konut,4+1,5-10,30,22. Kat,220,2,1,1,Merkezi(PayÖlçer),5100000
470,BAĞDAT CADDESİ SUADİYE SAHİL TARAFINDA  SATILIK 3+1 DAİRE,Kadıköy, Suadiye Mahallesi,Konut,3+1,5-10,5,4. Kat,135,1,1,0,KombiDoğalgaz,3795000
471, RE/MAX FLY'DAN TARABYA'NIN EN AKTİVİTELİ SİTESİNDE SATILIK DAİRE,Sarıyer, Tarabya Mahallesi,Konut,3+1,11-20,5,2. Kat,180,2,1,0,KombiDoğalgaz,8000000
472, !FIRSAT! ÇENGELKÖY ATA2 DE ÇIKIŞA 100 MT İÇİ YAPILI 145 M2 DAİRE,Üsküdar, Bahçelievler Mahallesi,Konut,3+1,20,4,3. Kat,145,1,1,1,MerkeziDoğalgaz,835000
473, AS EMLAK’TAN 2+1 İCADİYE’DE FULL YAPILI 100M2 ÇATI KATI DAİRE,Üsküdar, İcadiye Mahallesi,Konut,2+1,20,5,Çatı Katı,100,1,1,0,KombiDoğalgaz,480000
474,Beylikdüzü Beykent 11.Mahalle Projesinde 3+1 150m2 Satılık Daire,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,3+1,1,12,1. Kat,150,2,1,0,KombiDoğalgaz,1235000
475, ŞAŞKINBAKKALDA 3+1 105 M2 NET 2 YILLIK BİNA LÜKS DAİRE,Kadıköy, Erenköy Mahallesi,Konut,3+1,2,14,12. Kat,140,2,1,0,Merkezi(PayÖlçer),3995000
476, SİLKROAD RESİDENCE MÜSTAKİL BAHÇELİ 123 M2 2+1 SATILIK DAİRE,Pendik, Kurtköy Mahallesi,Konut,2+1,4,7,Bahçe Katı,110,2,1,0,Merkezi(PayÖlçer),975000
477, Sarıyer Zekeriyaköy'de Site içinde 4+1 Çatı Dubleksi,Sarıyer, Zekeriyaköy Mahallesi,Konut,4+1,20,6,4. Kat,232,6,1,0,MerkeziDoğalgaz,1600000
478, ARIKOĞLUNDAN ASANSÖRLÜ 3+1 120M2 TOPRAK HİSSELİ ÇİFT CEPHELİ1KAT,Sultangazi, Uğur Mumcu Mahallesi,Konut,3+1,11-20,5,1. Kat,130,1,2,0,KombiDoğalgaz,425000
479, ORHANGAZİ CD DE 100 M2 YÜKSEK KİRA GETİRİLİ YATIRIMCIYA EŞYALI,Maltepe, Cevizli Mahallesi,Konut,1+1,20,11,Düz Giriş,100,1,1,0,KombiDoğalgaz,410000
480,SATILIK BEYLİKDÜZÜN'DE METROBÜSE YÜRÜME MESAFESİNDE LÜKS DAİRE !!,Beylikdüzü, Yakuplu Mahallesi,Konut,3+1,0,6,1. Kat,140,2,1,0,KombiDoğalgaz,789000
481,EVSELL DEN SİNPAŞ EGEBOYU'NDA 1+0 SATILIK DAİRE,Sancaktepe, Abdurrahmangazi Mahallesi,Konut,Stüdyo,4,10,6. Kat,52,1,1,0,YerdenIsıtma,325000
482, Mertcandan çınarde mah havuzlu güvenlikli site içerisinde 2+1,Pendik, Çınardere Mahallesi,Konut,2+1,3,9,2. Kat,95,1,1,1,KombiDoğalgaz,580000
483,NOFT YAPI'DAN SATILIK LÜKS FULL + FULL SİTE İÇİ BALKONLU DAİRE ,Esenyurt, Güzelyurt Mahallesi,Konut,2+1,3,25,21. Kat,110,2,1,0,KombiDoğalgaz,559000
484,ÇOK BAKMAYIN NAZAR DEĞECEK DEDİRTEN ŞIK TASARIMLI 3+1 DAİRE !!!,Esenyurt, Güzelyurt Mahallesi,Konut,3+1,2,4,Yüksek Giriş,165,1,1,0,Merkezi(PayÖlçer),840000
485,50 BİN TL İLE EV SAHIBI OLMAK İSTERMİSİNİZ O ZAMAN HEMEN ARAYIN:),Esenyurt, Güzelyurt Mahallesi,Konut,2+1,5-10,4,Düz Giriş,105,1,1,0,KombiDoğalgaz,215000
486," Yayla Merkezde Masrafsız Ferah Satılık Daire, 3+1 Kombili 5.Kat",Bahçelievler, Siyavuşpaşa Mahallesi,Konut,3+1,20,5,5. Kat,120,1,1,0,KombiDoğalgaz,450000
487,19 MAYIS MAH. MİNİBÜS CAD VE BAYAR CAD ARASI GENİŞ M2 3+1 DAİRE,Kadıköy, 19 Mayıs Mahallesi,Konut,3+1,20,9,7. Kat,155,1,1,0,MerkeziDoğalgaz,1265000
488, YENİBOSNA DA İSKANLI 2+1 ACİL SATILIK 85 M2 KULLANIŞLI DAİRE,Bahçelievler, Zafer Mahallesi,Konut,2+1,5-10,4,2. Kat,85,1,1,0,KombiDoğalgaz,465000
489,Beylikdüzü Adnan Kahveci mah 3+1 satılık daire,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,3+1,20,11,5. Kat,150,1,1,0,KombiDoğalgaz,700000
490, YENİBOSNA DA YATIRIMLIK 1+1 KREDİLİ YENİ ACİL SATILIK DAİRE ,Bahçelievler, Zafer Mahallesi,Konut,1+1,5-10,4,Yüksek Giriş,75,1,1,0,KombiDoğalgaz,325000
491,ÇEKMEKÖY SOĞUKPINAR MAHALLESİNDE SATILIK ŞAHANE 1+1,Çekmeköy, Soğukpınar Mahallesi,Konut,1+1,0,3,Bahçe Katı,55,1,1,0,KombiDoğalgaz,215000
492, شقة للبيع 1+2 افجلار امبرلي قريبة على البحر من مسلم املاك,Avcılar, Ambarlı Mahallesi,Konut,2+1,20,4,1. Kat,100,1,0,0,KombiDoğalgaz,340000
493, Arnavutköy Taşolukta Satılık Lüks Villa,Arnavutköy, Mareşal Fevzi Çakmak Mahallesi,Konut,8+ Oda,5-10,2,Villa Tipi,1306,6,1,0,KombiDoğalgaz,8200000
494,ŞEREF EMLAK KARLITEPE CUMA PAZARINDA SATILIK BAHÇE KATI DAİRE,Gaziosmanpaşa, Yıldıztabya Mahallesi,Konut,2+1,20,4,Bahçe Katı,90,1,1,0,KombiDoğalgaz,335000
495, BEYLİDÜZÜ YAKUPLUDA SATILIK 3+1 ARAKAT DAHA UYGUNU YOK..!!,Beylikdüzü, Yakuplu Mahallesi,Konut,3+1,0,7,5. Kat,130,1,1,0,KombiDoğalgaz,248000
496,SEEWORLD SİNPAŞ AQUA CİTY 2010 2+1 BALKONLU SATILIK aquacity2010,Sancaktepe, Emek Mahallesi,Konut,2+1,5-10,11,8. Kat,98,2,1,0,MerkeziDoğalgaz,945000
497,Sahibinden   Yeni Proje Nest Kurtköy de Topraktan Satılık  2+1 3+1 Daireler,Pendik, Kurtköy Mahallesi,Konut,2+1,0,7,4. Kat,8366,1,1,0,KombiDoğalgaz,750000
498,ÇEKMEKÖY HAMİDİYE MAH. 2+1 80 m2 NET KULLANIMLI İSKANLI YAPI .,Çekmeköy, Hamidiye Mahallesi,Konut,2+1,11-20,5,Düz Giriş,95,1,1,0,KombiDoğalgaz,280000
499,PENDİK YENİ BİNA GENİS 2+1 MERKEZ METRO MARMARAY HIZLI TREN ÇARŞ,Pendik, Yeni Mahallesi,Konut,2+1,5-10,7,1. Kat,100,1,1,0,KombiDoğalgaz,740000
500,JOKER GAYRİMENKUL HARMANDERE MAH EVRALİFE SİTESİ 4+1 DAİRE,Pendik, Harmandere Mahallesi,Konut,4+1,4,9,4. Kat,165,2,1,0,Merkezi(PayÖlçer),1550000
501,BAHÇELİEVLER YAYLA YAKINI 4+2 220 M2 SATILIK DUBLEX,Bahçelievler, Siyavuşpaşa Mahallesi,Konut,4+2,20,5,5. Kat,220,2,1,0,KombiDoğalgaz,900000
502,SİTE İÇİNDE FUL DENİZ MANZARALI GENİŞ BAHÇELİ SATILIK VİLLA,Sarıyer, Rumelifeneri Mahallesi,Konut,7+3,5-10,3,Düz Giriş,1000,4,1,0,Merkezi(PayÖlçer),12500000
503,EYÜP ALİBEYKÖYDE ANA CADDE ÜSTÜ MUHTEŞEM BAHÇELİ TERS DUBLEKS ,Eyüpsultan, Esentepe Mahallesi,Konut,2+1,4,4,Bahçe Dublex,140,2,1,0,KombiDoğalgaz,415000
504,Esenyurt Ardıçlı'da Vatandaşlığa Uygun 300 Metrekare Dubleks,Esenyurt, Ardıçlı Mahallesi,Konut,6+2,5-10,4,4. Kat,300,3,1,0,KombiDoğalgaz,1100000
505, rami bağlar caddesi şirin bahçe katı 2+1 satılık daire,Eyüpsultan, Rami Cuma Mahallesi,Konut,3+1,11-20,4,Bahçe Katı,75,1,1,0,KombiDoğalgaz,245000
506,Elite Life Sitesinde 3+1 Büyük Tip 150m2 Satılık Daire,Ümraniye, Tatlısu Mahallesi,Konut,3+1,5-10,14,6. Kat,150,2,1,0,KombiDoğalgaz,2000000
507,DİKİLİTAŞ EMİRHAN CAD YAKIN YENİ BİNADA SATILIK DAİRE,Beşiktaş, Dikilitaş Mahallesi,Konut,3+1,2,5,2. Kat,130,1,1,0,KombiDoğalgaz,2100000
508, E.K GAYRİMENKULDEN EYÜPSULTAN ESENTEPE 4+2 SATILIK DUBLEX DAİRE ,Eyüpsultan, Esentepe Mahallesi,Konut,4+2,5-10,5,5. Kat,180,2,2,0,KombiDoğalgaz,755000
509,BAHÇELİEVLERİN EN GÜZEL SOKAĞINDA 3+1 120M2 4 KATLININ 3 CÜ KATI,Bahçelievler, Bahçelievler Mahallesi,Konut,3+1,20,4,3. Kat,120,1,1,0,MerkeziDoğalgaz,940000
510, YENİBOSNA BAL EMLAKTAN SATILIK 130m2 2+1 DAİRE,Bahçelievler, Fevzi Çakmak Mahallesi,Konut,2+1,20,6,2. Kat,130,1,1,0,KombiDoğalgaz,555000
511, Küçükyalı63'Te Yeni Binada 3+1 Satılık Dublex Daire,Maltepe, Altıntepe Mahallesi,Konut,3+1,5-10,4,4. Kat,170,2,2,0,KombiDoğalgaz,1100000
512,Sahibinden  UZUNOĞLU EMLAK tan MERKEZİ KONUMDA 2+1 ,Güngören, Akıncılar Mahallesi,Konut,2+1,20,4,4. Kat,95,1,1,0,KombiDoğalgaz,435000
513,EYÜP ALİBEYKÖYDE ANA CADDE ÜSTÜ HALİÇ MANZARALI DUBLEKS,Eyüpsultan, Esentepe Mahallesi,Konut,2+2,4,3,3. Kat,130,4,2,0,KombiDoğalgaz,539000
514, ALEMDAĞ'DA CADDE ÜSTÜNDE TÜM İMKANLARA YAKIN 2+1 ARAKATLAR,Çekmeköy, Alemdağ Mahallesi,Konut,2+1,0,5,1. Kat,85,2,2,0,KombiDoğalgaz,530000
515,Pendik dogu mah. 3+1 125m2 satılık daire,Pendik, Doğu Mahallesi,Konut,3+1,20,7,2. Kat,125,1,1,0,Merkezi(PayÖlçer),450000
516,FUL YAPILI MASRAFSIZ ÇİFT CEPHELİ 3+1 GENİŞ FERAH CADDE ÜSTÜ,Bağcılar, İnönü Mahallesi,Konut,3+1,20,5,3. Kat,120,1,1,0,KombiDoğalgaz,290000
517, GÜNGÖREN DE 150M2 4+1 SATILIK DUBLEX,Güngören, Haznedar Mahallesi,Konut,4+1,20,5,5. Kat,150,3,1,0,KombiDoğalgaz,840000
518, ERENKÖY BAĞDAT CADDESİNE 5.BİNA 155 M2 NET 4+1 LÜKS DAİRE,Kadıköy, Erenköy Mahallesi,Konut,4+1,0,14,8. Kat,195,3,1,0,Merkezi(PayÖlçer),6250000
519,ataturk mah bahce kati  krediye uygun 1+1,Küçükçekmece, Atatürk Mahallesi,Konut,1+1,4,4,Bahçe Katı,65,1,1,0,KombiDoğalgaz,230000
520, YENİBOSNA DA YÜKSEK KİRA GETİRİLİ 1+1 KREDİLİ YENİ Y.GİRİŞ DAİRE,Bahçelievler, Zafer Mahallesi,Konut,1+1,5-10,4,Yüksek Giriş,70,1,1,0,KombiDoğalgaz,235000
521,ACİLLL BABİL EMLAKTAN ÇAĞLAYAN MAH SATILIK LÜX DAİRE,Kağıthane, Çağlayan Mahallesi,Konut,2+1,20,6,4. Kat,90,1,1,0,KombiDoğalgaz,279000
522, 7 Yıllık Genç Binada Ara Katta Geniş 2+1,Maltepe, Altayçeşme Mahallesi,Konut,2+1,5-10,4,1. Kat,90,2,2,0,KombiDoğalgaz,875000
523,ÇEKMEKÖY EKŞİOĞLU MH 2+1 TERS DUBLEKS DAİREMİZ SATILIK,Çekmeköy, Ekşioğlu Mahallesi,Konut,2+1,0,5,Yüksek Giriş,85,1,1,0,KombiDoğalgaz,260000
524," SARIYER’DE, BOĞAZ MANZARALI, NATAMAM SATILIK MÜSTAKİL VİLLA",Sarıyer, Merkez Mahallesi,Konut,6+1,0,4,Müstakil,800,4,1,0,KombiDoğalgaz,12750000
525,KAYAŞEHİR ADIM İSTANBUL'DA SATILIK 2+1 DAİRE,Başakşehir, Kayabaşı Mahallesi,Konut,2+1,3,30,17. Kat,128,2,1,0,Merkezi(PayÖlçer),1565000
526, SARAÇ EMLAK TAN 2 KAT 2+1 ASANSÖRLÜ KELEPİR DAİRE KREDİYE UYGUN,Bahçelievler, Zafer Mahallesi,Konut,2+1,0,4,2. Kat,80,1,1,0,KombiDoğalgaz,365000
527, FATİH EMLAK TAN 2 KAT 2+1 KREDİYE UYGUN KELEPİR DAİRE  ASANSÖRLÜ,Bahçelievler, Zafer Mahallesi,Konut,2+1,0,4,2. Kat,80,1,1,0,KombiDoğalgaz,365000
528,MINIMAL TARZ YAŞAM SEVENLERE MÜJDE BAKMADAN GEÇMEYIN ,Esenyurt, Güzelyurt Mahallesi,Konut,1+1,2,4,Bahçe Katı,74,1,1,0,KombiDoğalgaz,147500
529,SANCAKTEPE YUNUS EMRE MAH 4+1 165M2 İSKANLI CD.YAKIN ÇATI DUBLEX,Sancaktepe, Yunus Emre Mahallesi,Konut,4+1,4,4,4. Kat,165,2,1,0,KombiDoğalgaz,610000
530, EVALMAK'TAN İNÖNÜ MAH.DE 3+1 GENİŞ FERAH ARAKAT DAİRE,Küçükçekmece, İnönü Mahallesi,Konut,3+1,4,4,2. Kat,110,1,2,0,KombiDoğalgaz,559000
531, ACİL 2+1 SATILIK DAİRE  ,Esenyurt, Ardıçlı Mahallesi,Konut,2+1,2,5,2. Kat,110,1,1,0,KombiDoğalgaz,285000
532,Şükrübey metrobüse duraklarına 2 dakika mesafede 3+1,Avcılar, Gümüşpala Mahallesi,Konut,3+1,11-20,5,3. Kat,150,1,1,0,KombiDoğalgaz,475000
533,EREN EMLAKTAN HIRKAİ ŞERİFTE 2+1 KREDİYE UYGUN DAİRE,Fatih, Karagümrük Mahallesi,Konut,2+1,20,6,Düz Giriş,90,1,1,0,KombiDoğalgaz,450000
534, EVALMAK'TA İNÖNÜ MAH.DE 1+1 GENİŞ FERAH 3.KAT DAİRE,Küçükçekmece, İnönü Mahallesi,Konut,1+1,20,3,3. Kat,65,1,1,0,KombiDoğalgaz,165000
535, EROL EMLAK'TAN 3 YILLIK BİNA DA 2+1 90 m2,Bahçelievler, Bahçelievler Mahallesi,Konut,2+1,3,3,1. Kat,90,1,1,0,KombiDoğalgaz,1200000
536,ROTA GAYRİMENKUL DEN ÇAĞLAYAN DA SATILIK DAİRE,Kağıthane, Çağlayan Mahallesi,Konut,3+1,20,5,4. Kat,130,1,1,0,KombiDoğalgaz,335000
537,Sahibinden  UZUNOĞLU EMLAK tan MERKEZİ KONUMDA 2+1 ,Güngören, Merkez Mahallesi,Konut,2+1,20,4,3. Kat,110,1,2,0,KombiDoğalgaz,485000
538, EVALMAK'TA HALKALI MEYDAN'A YÜRÜME MESAFESİNDE 2+1 FERAH ARAKAT,Küçükçekmece, Halkalı Merkez Mahallesi,Konut,2+1,0,4,2. Kat,85,1,1,0,KombiDoğalgaz,559000
539,CADDEYE 150 METRE 3+1 NET 95 m2 BALKONLU VATANDAŞLIĞA UYGUN,Kadıköy, Göztepe Mahallesi,Konut,3+1,2,14,7. Kat,120,2,1,0,KombiDoğalgaz,2875000
540,EREN EMLAKTAN ALİ KUŞÇUDA DENİZ MANZARALI KREDİYE UYGUN DAİRE,Fatih, Ali Kuşçu Mahallesi,Konut,2+1,20,6,5. Kat,80,1,1,0,KombiDoğalgaz,500000
541,PENDİK ALT KAYNARCA MAH. 2+1 KOMBİLİ SATILIK DAİRE,Pendik, Kaynarca Mahallesi,Konut,2+1,1,3,2. Kat,108,1,1,0,KombiDoğalgaz,500000
542, KESKİNLER GAYİMENKULDEN İNÖNÜ MH. 3+1 SIFIR DUBLEX ,Küçükçekmece, İnönü Mahallesi,Konut,3+1,1,4,4. Kat,140,2,2,0,KombiDoğalgaz,580000
543,  BALIKYOLU MAHALLESİNDE 2+1  ARAKAT SATILIK DAİRE,Esenyurt, Balıkyolu Mahallesi,Konut,2+1,4,5,2. Kat,100,1,1,0,KombiDoğalgaz,280000
544,BAHÇELİEVLER AHMET YESEVİDE 3+1 SATILIK DUBLEX,Bahçelievler, Hürriyet Mahallesi,Konut,3+1,20,4,4. Kat,150,2,1,0,KombiDoğalgaz,615000
545,ŞİŞLİ HALİDE EDİPTE FIRSAT SATILIK DAİRE,Şişli, Halide Edip Adıvar Mahallesi,Konut,2+1,5-10,11,3. Kat,110,1,1,0,KombiDoğalgaz,700000
546,YENİDOĞAN MERKEZDE ASANSÖR OTOPARKLI SATILIK,Sancaktepe, Safa Mahallesi,Konut,2+1,0,4,2. Kat,85,2,1,0,KombiDoğalgaz,479000
547,YILDIRIMYAPI DAN ABDURRAHMANGAZI MAH 2+1,Sancaktepe, Abdurrahmangazi Mahallesi,Konut,2+1,0,4,2. Kat,95,1,1,0,KombiDoğalgaz,435000
548,ATEŞİHİR de SATILIK 3 +1 DAİRE,Ataşehir, Yenişehir Mahallesi,Konut,3+1,20,7,5. Kat,125,1,1,0,KombiDoğalgaz,725000
549,SATILIK ACİL 2+1 safa mah ,Sancaktepe, Safa Mahallesi,Konut,2+1,4,4,2. Kat,90,1,1,0,KombiDoğalgaz,350000
550,SECRET HOUSE'DAN YATIRIMLIK 120M2 2+1 DÜZGİRİŞ,Bakırköy, Şenlikköy Mahallesi,Konut,2+1,20,3,Düz Giriş,120,1,1,0,KombiDoğalgaz,1100000
551,ÇEKMEKÖY TAŞDELEN SOĞUKPINAR MAHALLESİ 2+1,Çekmeköy, Soğukpınar Mahallesi,Konut,2+1,2,5,1. Kat,97,2,1,0,KombiDoğalgaz,475000
552,Yeşim emlak dan 2+1 daire ,Küçükçekmece, Mehmet Akif Mahallesi,Konut,2+1,5-10,4,Çatı Katı,75,1,1,0,KombiDoğalgaz,27000
553,BAHÇEŞEHİR TUAL BAHÇEKENT SIFIR BOŞ SATILIK 3+1 DAİRE,Başakşehir, Bahçeşehir 2. Kısım Mahallesi,Konut,3+1,1,28,2. Kat,170,2,1,0,Merkezi(PayÖlçer),1340000
554,Pasifik Residence 3+1 Arakat İskanlı 115m2 Satılık daire,Ümraniye, Mehmet Akif Mahallesi,Konut,3+1,5-10,12,7. Kat,115,1,1,0,KombiDoğalgaz,672500
555,SECRET HOUSE'DAN HATBOYUNDA KREDİYE UYGUN İSKANLI 3+1 ARAKAT,Bakırköy, Şenlikköy Mahallesi,Konut,3+1,11-20,3,2. Kat,170,1,1,0,KombiDoğalgaz,2600000
556,EREN EMLAKTAN AYVANSARAYDA YATIRIMLIK KREDİYE UYGUN DAİRE,Fatih, Ayvansaray Mahallesi,Konut,1+1,20,4,Yüksek Bodrum,90,1,1,0,MerkeziDoğalgaz,300000
557,Kurtulus sondurak ermeydani cad de 3 kat kiracli masraflı daire.,Beyoğlu, Hacıahmet Mahallesi,Konut,2+1,20,4,3. Kat,90,2,1,0,KombiDoğalgaz,360000
558,Küçükçekmece Atakent Avrupa 3 de 1+1 84m2 Arakat Satılık Daire,Küçükçekmece, Atakent Mahallesi,Konut,1+1,5-10,19,12. Kat,84,1,1,0,Merkezi(PayÖlçer),1150000
559,büro daire aksaray da,Fatih, Katip Kasım Mahallesi,Konut,3+1,5-10,5,1. Kat,140,2,1,0,KombiDoğalgaz,2975000
560,Sahibinden istanbul büyükçekmeceede kacirilmiycak firsata satilik daire,Büyükçekmece, Atatürk Mahallesi,Konut,2+1,11-20,4,2. Kat,95,1,1,0,KombiDoğalgaz,650000
561,Maltepe Cevizli de müstakil ev ,Maltepe, Cevizli Mahallesi,Konut,5+1,11-20,2,Bahçe Dublex,310,2,3,0,KombiDoğalgaz,2400000
562,KURTULUŞTA FIRSAT YATIRIMLIK DAİRE,Şişli, Yayla Mahallesi,Konut,1+1,5-10,7,Kot 2 (-2). Kat,70,1,1,0,KombiDoğalgaz,175000
563," KARİYE'DE DOĞRU FİYATTA SATILIK DAİRE,TEKLİFLER DEĞERLENDİRİLİR ",Fatih, Ayvansaray Mahallesi,Konut,2+1,20,4,Düz Giriş,85,1,1,0,KombiDoğalgaz,340000
564,DOĞADAN ŞAİRNEDİMDE KAÇIRILMAZ BAHÇELİ DAİRE,Beşiktaş, Türkali Mahallesi,Konut,1+1,20,5,Bahçe Katı,70,1,1,0,KombiDoğalgaz,465000
565, Yatırımlık Hazır Kiracılı 2+1 Daire,Maltepe, Küçükyalı Mahallesi,Konut,2+1,20,4,2. Kat,90,1,1,0,KombiDoğalgaz,695000
566,ÇEKMEKÖY MEHMET AKİF MH ARAKAT 3+1 SIFIR DAİRE,Çekmeköy, Mehmet Akif Mahallesi,Konut,3+1,0,4,3. Kat,125,1,1,0,KombiDoğalgaz,710000
567,ÇEKMEKÖY MEHMET AKİF MH 2+1 BALKONLU SATILIK DAİRE,Çekmeköy, Mehmet Akif Mahallesi,Konut,2+1,0,4,Yüksek Giriş,95,1,1,0,KombiDoğalgaz,519000
568,ARSA TAPULU  TALATPAŞA CADDESİ ÜZERİNDE  2+1  SATILIK KÖŞE,Kağıthane, Gültepe Mahallesi,Konut,2+1,20,5,4. Kat,90,1,1,0,KombiDoğalgaz,330000
569, 4.ETAP 1.KISIM DA 125 M2 SATILIK DAİRE ,Başakşehir, Başak Mahallesi,Konut,3+1,11-20,10,4. Kat,125,1,1,1,KombiDoğalgaz,1100000
570,BEŞİKTAŞ DERYADİLDE 1+1 KOMBİLİ DAİRE,Beşiktaş, Muradiye Mahallesi,Konut,1+1,20,5,Yüksek Giriş,65,1,1,0,KombiDoğalgaz,385000
571,ÇİĞDEM EMLAK'TAN THE İSTANBUL KONUTLARINDA PEYZAJ DENİZ MANZ.4+1,Zeytinburnu, Sümer Mahallesi,Konut,4+1,5-10,14,5. Kat,212,2,1,0,Merkezi(PayÖlçer),5000000
572,* MERAL R1562 Kumkapı Tulumba Çıkmazı YATIRIMLIK ACİL DÜŞEŞ 1+1,Fatih, Saraç İshak Mahallesi,Konut,1+1,20,3,Yüksek Giriş,65,1,1,0,IsıtmaYok,285000
573,AYIN FIRSATI KESİNLİKLE TAVSİYEMİZDİR ...KAÇMAZ SİTE İÇİ DÜBLEKS,Sancaktepe, Sarıgazi Mahallesi,Konut,4+1,5-10,5,5. Kat,160,2,1,0,KombiDoğalgaz,680000
574, Göztepe Çemenzar'da 4 yıllık 2+1 105 m2 Lüks Daire,Kadıköy, Göztepe Mahallesi,Konut,2+1,4,9,9. Kat,105,1,1,0,KombiDoğalgaz,1900000
575,YILDIZLAR'DAN EVORA İSTANBUL TUZLA D PARSEL DENİZ MANZARALI,Tuzla, Aydıntepe Mahallesi,Konut,1+1,5-10,14,Düz Giriş,62,1,1,0,Merkezi(PayÖlçer),445000
576, Mertcandan şeyhli mah ankara cad 3+1 160 m2 dubleks ,Pendik, Şeyhli Mahallesi,Konut,3+1,5-10,4,4. Kat,160,2,2,0,KombiDoğalgaz,699000
577,ERENKÖYDE MARMARAYA YAKIN SATILIK ÇİFT BALKONLU 155M2 3+1 DAİRE,Kadıköy, Erenköy Mahallesi,Konut,3+1,3,15,3. Kat,155,1,1,0,KombiDoğalgaz,2980000
578,ÜLKEM'DEN GÜLTEPE MAH 12 M2 HİSSELİ 2+1 BAHÇELİ BAHÇEKATI DAİRE,Küçükçekmece, Gültepe Mahallesi,Konut,2+1,20,5,Bahçe Katı,100,1,1,0,KombiDoğalgaz,195000
579, ALEMDAĞ CADDE ÜZERİ OTOPARKLI 2+1 FIRSAT ÇATI DAİRE,Çekmeköy, Çatalmeşe Mahallesi,Konut,2+1,0,4,Çatı Katı,85,1,1,0,KombiDoğalgaz,339000
580," İstanbul House'dan,Bahçelievler Siyavuşpaşa'da 2+1 105 M2 Daire.",Bahçelievler, Siyavuşpaşa Mahallesi,Konut,2+1,3,5,3. Kat,105,1,1,0,KombiDoğalgaz,750000
581, Güngören Haznedar Mah 2+1 80m2 3.Kat Satılık Daire,Güngören, Haznedar Mahallesi,Konut,2+1,20,5,3. Kat,85,1,1,0,KombiDoğalgaz,330000
582, Güngören Günrştepe Mh.Satılık 3+1 Daire 13yş Kredili,Güngören, Güneştepe Mahallesi,Konut,3+1,11-20,3,1. Kat,120,1,2,0,KombiDoğalgaz,685000
583,Remax Öncü Özkan Kocacı Minibüs Caddesi Satılık 2+1 Daire,Kadıköy, Merdivenköy Mahallesi,Konut,2+1,20,5,2. Kat,100,1,1,0,KombiDoğalgaz,1200000
584,KAÇMAZ*BOSTANCI SAHİLE YAKIN SATILIK 3. KAT 3+1 LÜKS DAİRE,Maltepe, Altıntepe Mahallesi,Konut,3+1,4,4,3. Kat,130,1,1,0,KombiDoğalgaz,990000
585,KAÇMAZ*İDEALTEPE SAHİLDE SATILIK ÖN CEPHE GENİŞ 3+1 DAİRE,Maltepe, İdealtepe Mahallesi,Konut,3+1,20,4,3. Kat,145,2,1,0,MerkeziDoğalgaz,1150000
586," ELYSIUM REZİDANS TAKSİM, AKILLI YATIRIM FIRSATI, DUBLEX DAİRE",Şişli, İnönü Mahallesi,Konut,2+1,5-10,10,9. Kat,110,2,0,0,Merkezi(PayÖlçer),2025000
587, ESENYURT MERKEZDE SATILIK ARAKAT 2+1 KELEPİR DAİRE,Esenyurt, Yunus Emre Mahallesi,Konut,2+1,4,5,1. Kat,95,1,1,0,KombiDoğalgaz,350000
588," Green House'dan, Bakırköy City1'de, 3+1, Peyzaj Cepheli, Lüx.",Bakırköy, Kartaltepe Mahallesi,Konut,3+1,3,9,1. Kat,205,2,2,1,Merkezi(PayÖlçer),3100000
589, METROBÜSE YAKIN SİTE İÇERİSİNDE FULL DONANIMLI SATILIK LUX DAİRE,Beylikdüzü, Yakuplu Mahallesi,Konut,2+1,4,18,14. Kat,120,1,1,0,KombiDoğalgaz,499000
590,ÜLKEM'DEN GÜLTEPE MAH BAĞLAR CADDESİ ÜZERİNDE 2+1 SÜPER ARA KAT ,Küçükçekmece, Gültepe Mahallesi,Konut,2+1,5-10,3,2. Kat,90,1,1,0,KombiDoğalgaz,750000
591,ESENYURT SELEHADDİN EYYÜBİ MAH 2+1 SATLIK DAİRE,Esenyurt, Selahaddin Eyyubi Mahallesi,Konut,2+1,5-10,6,2. Kat,110,1,1,0,KombiDoğalgaz,270000
592, BEYLİKDÜZÜ'NÜN YÜKSELEN DEĞERİ CUMHURİYETTE  KELEPİR  DAİRE !,Beylikdüzü, Cumhuriyet Mahallesi,Konut,3+1,0,8,3. Kat,135,1,2,0,KombiDoğalgaz,225000
